Argument,Value,,,,,,,,,,
Query search,Great Fire of London England,,,,,,,,,,
From,19910806,,,,,,,,,,
To,20240208,,,,,,,,,,
Offset,0,,,,,,,,,,
Number of results,2000,,,,,,,,,,
Website,,,,,,,,,,,
Format,,,,,,,,,,,
Collection,,,,,,,,,,,
,,,,,,,,,,,
Results,,,,,,,,,,,
Year,Month,Day,Timestamp,Original URL,Link to archive,Link to screenshot,Link to extracted text,Collection,MIME type,Title,Snippet
2019,June,18,20190618193227,https://en.m.wikipedia.org/w/index.php?title=England&mobileaction=toggle_view_mobile,https://arquivo.pt/wayback/20190618193227/https://en.m.wikipedia.org/w/index.php?title=England&mobileaction=toggle_view_mobile,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20190618193227%2Fhttps%3A%2F%2Fen.m.wikipedia.org%2Fw%2Findex.php%3Ftitle%3DEngland%26mobileaction%3Dtoggle_view_mobile,https://arquivo.pt/textextracted?m=https%3A%2F%2Fen.m.wikipedia.org%2Fw%2Findex.php%3Ftitle%3DEngland%26mobileaction%3Dtoggle_view_mobile%2F20190618193227,EAWP2320190618,text/html,England - Wikipedia," encouraged. In 1666 the <em>Great</em> <em>Fire</em> <em>of</em> <em>London</em> gutted the City <em>of</em> <em>London</em> but it was rebuilt shortly<span class=""ellipsis""> ... </span> A1 <em>Great</em> North Road , which runs through eastern <em>England</em> from <em>London</em> to Newcastle [159] (much <em>of</em><span class=""ellipsis""> ... </span> developed on the island <em>of</em> <em>Great</em> Britain, the Saxon tribe gave their name to the word for <em>England</em> ( Sasunn<span class=""ellipsis""> ... </span>"
2018,November,13,20181113103122,https://monument-one-apartment-london.hotelmix.co.uk/,https://arquivo.pt/wayback/20181113103122/https://monument-one-apartment-london.hotelmix.co.uk/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113103122%2Fhttps%3A%2F%2Fmonument-one-apartment-london.hotelmix.co.uk%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fmonument-one-apartment-london.hotelmix.co.uk%2F%2F20181113103122,AWP28,text/html,°MONUMENT ONE LONDON (United Kingdom) - from £ 171 | HOTELMIX," Street HMS Belfast HMS Belfast 350 m Tooley Street The Monument to the <em>Great</em> <em>Fire</em> <em>of</em> <em>London</em> The Monument to the <em>Great</em> <em>Fire</em> <em>of</em> <em>London</em> 340 m Monument St. Tower Hill Pageant Tower Hill Pageant 310 m<span class=""ellipsis""> ... </span> <em>Great</em> Tower Street, <em>London</em>, United Kingdom show map Check rooms and rates Get Prices 18 photos 18 photos<span class=""ellipsis""> ... </span>"
2010,August,7,20100807114559,http://londontown.com/London/Palace_of_Westminster,https://arquivo.pt/wayback/20100807114559/http://londontown.com/London/Palace_of_Westminster,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20100807114559%2Fhttp%3A%2F%2Flondontown.com%2FLondon%2FPalace_of_Westminster,https://arquivo.pt/textextracted?m=http%3A%2F%2Flondontown.com%2FLondon%2FPalace_of_Westminster%2F20100807114559,AWP8,text/html,DIVERT:/London/London_Palaces," <em>of</em> Westminster) Entire Article (<em>London</em>'s Palaces) Your name: Your friend's email: Message to your<span class=""ellipsis""> ... </span> Capital <em>of</em> Learning Summer Shopping in <em>London</em> 2008 <em>London</em> Summer Events 2008 <em>London</em> Mayoral<span class=""ellipsis""> ... </span> Services Ice Skating in <em>London</em> The History <em>of</em> the A to Z Outdoor Drinking in <em>London</em> <em>London</em> Summer<span class=""ellipsis""> ... </span>"
2020,June,5,20200605060157,http://www.bbc.co.uk/history/british/civil_war_revolution/great_fire_01.shtml,https://arquivo.pt/wayback/20200605060157/http://www.bbc.co.uk/history/british/civil_war_revolution/great_fire_01.shtml,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20200605060157%2Fhttp%3A%2F%2Fwww.bbc.co.uk%2Fhistory%2Fbritish%2Fcivil_war_revolution%2Fgreat_fire_01.shtml,https://arquivo.pt/textextracted?m=http%3A%2F%2Fwww.bbc.co.uk%2Fhistory%2Fbritish%2Fcivil_war_revolution%2Fgreat_fire_01.shtml%2F20200605060157,AWP33,text/html,BBC - History - London's Burning: The Great Fire," financial district), was devastated by <em>fire</em>. Everyone knows the <em>Great</em> <em>Fire</em> <em>of</em> <em>London</em> started in a<span class=""ellipsis""> ... </span>, 1997) The Rebuilding <em>of</em> <em>London</em> After the <em>Great</em> <em>Fire</em> by T.F. Reddaway (1940) The Building <em>of</em> <em>London</em> by<span class=""ellipsis""> ... </span>BBC - History - <em>London</em>'s Burning: The <em>Great</em> <em>Fire</em> British Broadcasting Corporation Home<span class=""ellipsis""> ... </span>"
2017,September,27,20170927162446,https://www.airbnb.com.au/s/London--United-Kingdom?section_offset=1,https://arquivo.pt/wayback/20170927162446/https://www.airbnb.com.au/s/London--United-Kingdom?section_offset=1,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20170927162446%2Fhttps%3A%2F%2Fwww.airbnb.com.au%2Fs%2FLondon--United-Kingdom%3Fsection_offset%3D1,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.airbnb.com.au%2Fs%2FLondon--United-Kingdom%3Fsection_offset%3D1%2F20170927162446,EAWP16,text/html,"London 2017: Top 20 London Accommodation, Holiday Rentals, Holiday Homes - Airbnb London, England, U"," (but excluding any taxes). An Apartment in the heart <em>of</em> Central <em>London</em>, with <em>great</em> commuting access<span class=""ellipsis""> ... </span> walk to most <em>of</em> <em>London</em>'s main and some lesser known attractions and some <em>great</em> eating spots. The<span class=""ellipsis""> ... </span> is around the corner. Enjoy <em>great</em> food at a reasonable price! 5 mins - Tower <em>of</em> <em>London</em>: 10 mins<span class=""ellipsis""> ... </span>"
2018,November,13,20181113050217,https://apartment-kamen-3-london.hotel-mix.de/,https://arquivo.pt/wayback/20181113050217/https://apartment-kamen-3-london.hotel-mix.de/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113050217%2Fhttps%3A%2F%2Fapartment-kamen-3-london.hotel-mix.de%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fapartment-kamen-3-london.hotel-mix.de%2F%2F20181113050217,AWP28,text/html,°APARTMENT KAMEN.3 LONDON (Großbritannien) - von € 239 | HOTEL-MIX," zu <em>London</em> Bridge, Tower <em>of</em> <em>London</em> und Cabinet War Rooms in 10 Fu&szlig;minuten. Die U-Bahn-Station <em>London</em><span class=""ellipsis""> ... </span> Cannon Street 1.0 km Tooley Street Tooley Street 90 m LondonEngland Tower <em>of</em> <em>London</em> Tower <em>of</em> <em>London</em><span class=""ellipsis""> ... </span> Platinum Apartments Next To <em>London</em> Bridge 0.1 km Nahe gelegene St&auml;dte <em>London</em> Borough <em>of</em> Croydon Hotels - 14<span class=""ellipsis""> ... </span>"
2018,November,11,20181111004334,https://chelsea-cloisters-hotel-london.hotelmix.co.uk/,https://arquivo.pt/wayback/20181111004334/https://chelsea-cloisters-hotel-london.hotelmix.co.uk/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181111004334%2Fhttps%3A%2F%2Fchelsea-cloisters-hotel-london.hotelmix.co.uk%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fchelsea-cloisters-hotel-london.hotelmix.co.uk%2F%2F20181111004334,AWP28,text/html,°CHELSEA CLOISTERS LONDON (United Kingdom) - from £ 145 | HOTELMIX," <em>London</em> within a 20-minute walk <em>of</em> Hyde Park. It consists <em>of</em> 2 bedrooms, a kitchenette and a bathroom<span class=""ellipsis""> ... </span> United States Group <em>of</em> friends May&nbsp; 2018 7.0 Very good It was <em>great</em> not being in a hotel and having<span class=""ellipsis""> ... </span> - <em>London</em> from United States Family with children May&nbsp; 2018 7.0 Very good Location...<em>great</em> for kings<span class=""ellipsis""> ... </span>"
2017,February,14,20170214054739,https://da.hotels.com/ho184441/mercure-london-bridge-london-storbritannien/,https://arquivo.pt/wayback/20170214054739/https://da.hotels.com/ho184441/mercure-london-bridge-london-storbritannien/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20170214054739%2Fhttps%3A%2F%2Fda.hotels.com%2Fho184441%2Fmercure-london-bridge-london-storbritannien%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fda.hotels.com%2Fho184441%2Fmercure-london-bridge-london-storbritannien%2F%2F20170214054739,AWP23,text/html,Mercure London Bridge – London | Hotels.com," Storbritannien-hoteller <em>London</em>-hoteller Mercure <em>London</em> Bridge Alle hoteller i <em>London</em>, <em>England</em>, Storbritannien 1<span class=""ellipsis""> ... </span> ,&nbsp; <em>London</em> ,&nbsp; <em>England</em> ,&nbsp; SE1 0JA ,&nbsp; Storbritannien Laveste pris 1.003&nbsp;DKK Prisgaranti Prisgaranti p&aring;<span class=""ellipsis""> ... </span> kategorien: <em>Fire</em> stjerner Novotel <em>London</em> City South 4 stjerner Fremragende 4,3 / 5 Fra 916&nbsp;DKK Novotel<span class=""ellipsis""> ... </span>"
2017,September,27,20170927155048,https://www.airbnb.com.mt/s/London--United-Kingdom,https://arquivo.pt/wayback/20170927155048/https://www.airbnb.com.mt/s/London--United-Kingdom,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20170927155048%2Fhttps%3A%2F%2Fwww.airbnb.com.mt%2Fs%2FLondon--United-Kingdom,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.airbnb.com.mt%2Fs%2FLondon--United-Kingdom%2F20170927155048,EAWP16,text/html,"London 2017: Top 20 London Vacation Rentals, Vacation Homes & Condo Rentals - Airbnb London, England"," rest <em>of</em> <em>London</em> from. There are some <em>great</em> inexpensive places to eat locally, and some really<span class=""ellipsis""> ... </span>, <em>England</em>, United Kingdom Skip to content Airbnb We&#8217;re sorry, some parts <em>of</em> the Airbnb website don&#8217;t work<span class=""ellipsis""> ... </span> it's best then come to Camden. This area <em>of</em> <em>London</em> is central, safe, and packed full <em>of</em> cafes, bars<span class=""ellipsis""> ... </span>"
2018,November,13,20181113050217,https://apartment-kamen-3-london.hotelmix.co.uk/,https://arquivo.pt/wayback/20181113050217/https://apartment-kamen-3-london.hotelmix.co.uk/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113050217%2Fhttps%3A%2F%2Fapartment-kamen-3-london.hotelmix.co.uk%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fapartment-kamen-3-london.hotelmix.co.uk%2F%2F20181113050217,AWP28,text/html,°APARTMENT KAMEN.3 LONDON (United Kingdom) - from £ 207 | HOTELMIX," and approximately 550 meters from Tower Bridge. The center <em>of</em> <em>London</em> is approximately 4 km away. The<span class=""ellipsis""> ... </span> Tooley Street Tooley Street 90 m LondonEngland Tower <em>of</em> <em>London</em> Tower <em>of</em> <em>London</em> 640 m Tower Hill Tower<span class=""ellipsis""> ... </span> T&uuml;rk&ccedil;e - Oteller &#1593;&#1585;&#1576;&#1610; - &#1575;&#1604;&#1601;&#1606;&#1575;&#1583;&#1602; Hotels &#8250; United Kingdom hotels &#8250; <em>England</em> hotels &#8250; <em>London</em> hotels<span class=""ellipsis""> ... </span>"
2010,August,6,20100806184534,http://londontown.com/London/Attractions,https://arquivo.pt/wayback/20100806184534/http://londontown.com/London/Attractions,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20100806184534%2Fhttp%3A%2F%2Flondontown.com%2FLondon%2FAttractions,https://arquivo.pt/textextracted?m=http%3A%2F%2Flondontown.com%2FLondon%2FAttractions%2F20100806184534,AWP8,text/html,DIVERT:/London/Top_London_Attractions," <em>fire</em> with a brand new 'hot' attraction - The <em>Great</em> <em>Fire</em> <em>of</em> <em>London</em>. You can also take a barge trip<span class=""ellipsis""> ... </span> for Kids 2008 <em>London</em> - The Capital <em>of</em> Learning Summer Shopping in <em>London</em> 2008 <em>London</em> Summer Events<span class=""ellipsis""> ... </span> Christmas 2007: Carols &amp; Services Ice Skating in <em>London</em> The History <em>of</em> the A to Z Outdoor Drinking in<span class=""ellipsis""> ... </span>"
2018,November,13,20181113050220,https://river-side-apartments-london.hotel-mix.de/,https://arquivo.pt/wayback/20181113050220/https://river-side-apartments-london.hotel-mix.de/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113050220%2Fhttps%3A%2F%2Friver-side-apartments-london.hotel-mix.de%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Friver-side-apartments-london.hotel-mix.de%2F%2F20181113050220,AWP28,text/html,°RIVER SIDE APARTMENTS LONDON (Großbritannien) - von € 252 | HOTEL-MIX," in the North <em>of</em> <em>London</em> (30 min away) River Side Apartments - <em>London</em> aus United States Familie mit<span class=""ellipsis""> ... </span> attractive. River Side Apartments - <em>London</em> aus United States Alleinstehend Juli&nbsp; 2016 9.6 Exzellent <em>Great</em><span class=""ellipsis""> ... </span> address. I had loads <em>of</em> luggage so had to take a taxi from <em>London</em> Bridge to the office then on to<span class=""ellipsis""> ... </span>"
2018,November,13,20181113050222,https://river-side-apartments-london.hotelmix.co.uk/,https://arquivo.pt/wayback/20181113050222/https://river-side-apartments-london.hotelmix.co.uk/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113050222%2Fhttps%3A%2F%2Friver-side-apartments-london.hotelmix.co.uk%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Friver-side-apartments-london.hotelmix.co.uk%2F%2F20181113050222,AWP28,text/html,°RIVER SIDE APARTMENTS LONDON (United Kingdom) - from £ 219 | HOTELMIX," <em>of</em> <em>London</em>. It is a 10-minute walk from Tower <em>of</em> <em>London</em> and 650 meters from <em>London</em> Bridge. The center <em>of</em> <em>London</em> is about 4 km away from the venue. For a break from cooking, Brigade, The <em>Fire</em> and The<span class=""ellipsis""> ... </span> km Tooley Street Tooley Street 80 m LondonEngland Tower <em>of</em> <em>London</em> Tower <em>of</em> <em>London</em> 630 m Tower Hill<span class=""ellipsis""> ... </span>"
2017,September,27,20170927162646,https://www.airbnb.co.id/s/London--Inggris?section_offset=1,https://arquivo.pt/wayback/20170927162646/https://www.airbnb.co.id/s/London--Inggris?section_offset=1,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20170927162646%2Fhttps%3A%2F%2Fwww.airbnb.co.id%2Fs%2FLondon--Inggris%3Fsection_offset%3D1,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.airbnb.co.id%2Fs%2FLondon--Inggris%3Fsection_offset%3D1%2F20170927162646,EAWP16,text/html,"London 2017: Top 20 Sewa Penginapan, Rumah Liburan & Apartemen di London - Airbnb London, England, I","-14T00:00:00Z This place is <em>great</em> for location. I could walk to most <em>of</em> <em>London</em>'s main and some lesser<span class=""ellipsis""> ... </span>:00Z Avey's place is a <em>great</em>, no frills place right in the heart <em>of</em> <em>London</em>. It's perfect for anyone<span class=""ellipsis""> ... </span><em>London</em> 2017: Top 20 Sewa Penginapan, Rumah Liburan &amp; Apartemen di <em>London</em> - Airbnb <em>London</em>, <em>England</em><span class=""ellipsis""> ... </span>"
2018,November,13,20181113102436,https://camden-park-road-london.hotelmix.co.uk/,https://arquivo.pt/wayback/20181113102436/https://camden-park-road-london.hotelmix.co.uk/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113102436%2Fhttps%3A%2F%2Fcamden-park-road-london.hotelmix.co.uk%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fcamden-park-road-london.hotelmix.co.uk%2F%2F20181113102436,AWP28,text/html,°CAMDEN PARK ROAD LONDON (United Kingdom) - from £ 553 | HOTELMIX," 0.2 km Veeve - Active Holloway 0.2 km Chic Apartments In The Heart <em>Of</em> Camden By City Stay <em>London</em> 0.3<span class=""ellipsis""> ... </span> &#54620;&#44397;&#50612; &#1056;&#1091;&#1089;&#1089;&#1082;&#1080;&#1081; &#1506;&#1489;&#1512;&#1497;&#1514; T&uuml;rk&ccedil;e &#1593;&#1585;&#1576;&#1610; Hotels &#8250; United Kingdom hotels &#8250; <em>England</em> hotels &#8250; <em>London</em> hotels &#8250; Camden Park<span class=""ellipsis""> ... </span>&deg;CAMDEN PARK ROAD <em>LONDON</em> (United Kingdom) - from &pound; 553 | HOTELMIX Hotelmix . co . uk Enter hotel<span class=""ellipsis""> ... </span>"
2018,November,13,20181113102429,https://camden-park-road-london.hotel-mix.de/,https://arquivo.pt/wayback/20181113102429/https://camden-park-road-london.hotel-mix.de/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113102429%2Fhttps%3A%2F%2Fcamden-park-road-london.hotel-mix.de%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fcamden-park-road-london.hotel-mix.de%2F%2F20181113102429,AWP28,text/html,°CAMDEN PARK ROAD LONDON (Großbritannien) - von € 633 | HOTEL-MIX," Apartments In The Heart <em>Of</em> Camden By City Stay <em>London</em> 0.3 km Cozy And Spacious House In <em>Great</em> Location 0.3 km Nahe gelegene St&auml;dte <em>London</em> Borough <em>of</em> Croydon Hotels - 14 km Isleworth Hotels - 15 km<span class=""ellipsis""> ... </span> &#1506;&#1489;&#1512;&#1497;&#1514; T&uuml;rk&ccedil;e &#1593;&#1585;&#1576;&#1610; Hotels &#8250; Hotels Gro&szlig;britannien &#8250; Hotels <em>England</em> &#8250; Hotels <em>London</em> &#8250; Camden Park Road<span class=""ellipsis""> ... </span>"
2018,November,11,20181111003941,https://meininger-hotel-london-hyde-park.hotelmix.co.uk/,https://arquivo.pt/wayback/20181111003941/https://meininger-hotel-london-hyde-park.hotelmix.co.uk/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181111003941%2Fhttps%3A%2F%2Fmeininger-hotel-london-hyde-park.hotelmix.co.uk%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fmeininger-hotel-london-hyde-park.hotelmix.co.uk%2F%2F20181111003941,AWP28,text/html,°MEININGER HOTEL LONDON HYDE PARK LONDON 2* (United Kingdom) - from £ 113 | HOTELMIX," more an hostel than an hotel. Meininger Hotel <em>London</em> Hyde Park from United States Group <em>of</em> friends<span class=""ellipsis""> ... </span>&#20013;&#25991; &#54620;&#44397;&#50612; &#1056;&#1091;&#1089;&#1089;&#1082;&#1080;&#1081; &#1506;&#1489;&#1512;&#1497;&#1514; T&uuml;rk&ccedil;e &#1593;&#1585;&#1576;&#1610; Hotels &#8250; United Kingdom hotels &#8250; <em>England</em> hotels &#8250; <em>London</em> hotels<span class=""ellipsis""> ... </span>&deg;MEININGER HOTEL <em>LONDON</em> HYDE PARK <em>LONDON</em> 2* (United Kingdom) - from &pound; 113 | HOTELMIX Hotelmix . co<span class=""ellipsis""> ... </span>"
